key,dialogue_id,turn_index,speaker_role,raw_target,target,slot_types,spoken_digit_tags,is_digit_focus
utt_006185,dlg_00870,5,pilot,6103明白 场压756 应答机4017,6103明白 场压756 应答机4017,callsign|qnh,,1
utt_006186,dlg_00870,6,pilot,6103请求滑出,6103请求滑出,callsign,,1
utt_006187,dlg_00870,7,controller,6103可以滑出 滑行注意观察,6103可以滑出 滑行注意观察,callsign,,1
utt_006188,dlg_00870,8,pilot,6103明白,6103明白,callsign,,1
utt_006189,dlg_00871,1,controller,4018跑道入侵复飞,4018跑道入侵复飞,callsign|runway,,1
utt_006190,dlg_00871,2,pilot,4018复飞,4018复飞,callsign,,1
utt_006191,dlg_00871,3,controller,4018左转建立左航线 保持场高12,4018左转建立左航线 保持场高12,callsign|height,,1
utt_006192,dlg_00871,4,pilot,4018左转建立左航线 保持场高12,4018左转建立左航线 保持场高12,callsign|height,,1
utt_006193,dlg_00871,5,controller,好的4018四转弯报,好的4018四转弯报,callsign,,1
utt_006194,dlg_00871,6,pilot,4018四转弯报,4018四转弯报,callsign,,1
utt_006195,dlg_00872,1,controller,6103上标准气压2700 联系进近频率119.9,6103上标准气压2700 联系进近频率119.9,callsign|frequency,,1
utt_006196,dlg_00872,2,pilot,呃6103上标准气压2700 联系频率119.9,呃6103上标准气压2700 联系频率119.9,callsign|frequency,,1
utt_006197,dlg_00872,3,pilot,进近6103叫,进近6103叫,callsign,,1
utt_006198,dlg_00872,4,controller,6103进近回答 工作情况,6103进近回答 工作情况,callsign,,1
utt_006199,dlg_00872,5,pilot,6103标高2700 工作正常 预计进入时刻1112,6103标高2700 工作正常 预计进入时刻1112,callsign|height,,1
utt_006200,dlg_00872,6,controller,呃6103保持标高2700 飞越ZM导航台报,呃6103保持标高2700 飞越ZM导航台报,callsign|height,,1
utt_006201,dlg_00872,7,pilot,好的6103明白 飞越ZM导航台报,好的6103明白 飞越ZM导航台报,callsign,,1
utt_006202,dlg_00873,1,pilot,303发动机故障 请求紧急下降优先着陆,303发动机故障 请求紧急下降优先着陆,callsign|height,,1
utt_006203,dlg_00873,2,controller,呃303收到 保持航向090 下降高度500,呃303收到 保持航向090 下降高度500,callsign|height,,1
utt_006204,dlg_00873,3,pilot,303保持航向090 下降高度500,303保持航向090 下降高度500,callsign|height,,1
utt_006205,dlg_00873,4,controller,303检查速度 起落架放好报,303检查速度 起落架放好报,callsign,,1
utt_006206,dlg_00873,5,pilot,303起落架放好 请求着陆,303起落架放好 请求着陆,callsign,,1
utt_006207,dlg_00873,6,controller,303可以着陆 地面静风,303可以着陆 地面静风,callsign|wind,,1
utt_006208,dlg_00874,1,pilot,好的8723起落架放好请求着陆,好的8723起落架放好请求着陆,callsign,,1
utt_006209,dlg_00874,2,controller,8723检查好起落架可以着陆 北风3米每秒,8723检查好起落架可以着陆 北风3米每秒,callsign|wind,,1
utt_006210,dlg_00874,3,pilot,8723明白,8723明白,callsign,,1
utt_006211,dlg_00874,4,controller,8723一直向前滑 注意减速,8723一直向前滑 注意减速,callsign,,1
utt_006212,dlg_00874,5,pilot,87233号道脱离,87233号道脱离,callsign,,1
utt_006213,dlg_00874,6,controller,好的8723可以脱离 注意地面引导,好的8723可以脱离 注意地面引导,callsign,,1
utt_006214,dlg_00874,7,pilot,8723看到地面指挥请求脱波,8723看到地面指挥请求脱波,callsign,,1
utt_006215,dlg_00874,8,controller,8723可以脱波再见,8723可以脱波再见,callsign,,1
utt_006216,dlg_00875,1,pilot,4017一转弯,4017一转弯,callsign,,1
utt_006217,dlg_00875,2,controller,4017一转弯报 收到,4017一转弯报 收到,callsign,,1
utt_006218,dlg_00875,3,controller,4017继续下降高度,4017继续下降高度,callsign|height,,1
utt_006219,dlg_00875,4,pilot,4017继续下降高度,4017继续下降高度,callsign|height,,1
utt_006220,dlg_00875,5,controller,4017起落架放好过台报,4017起落架放好过台报,callsign,,1
utt_006221,dlg_00875,6,pilot,4017明白 过台报,4017明白 过台报,callsign,,1
utt_006222,dlg_00876,1,controller,4017跑道入侵复飞,4017跑道入侵复飞,callsign|runway,,1
utt_006223,dlg_00876,2,pilot,4017复飞,4017复飞,callsign,,1
utt_006224,dlg_00876,3,controller,4017左转建立左航线 保持场高1500,4017左转建立左航线 保持场高1500,callsign|height,,1
utt_006225,dlg_00876,4,pilot,4017左转建立左航线 保持场高1500,4017左转建立左航线 保持场高1500,callsign|height,,1
utt_006226,dlg_00876,5,controller,啊4017三转弯报,啊4017三转弯报,callsign,,1
utt_006227,dlg_00876,6,pilot,4017三转弯报,4017三转弯报,callsign,,1
utt_006228,dlg_00877,1,pilot,0017请求进跑道,0017请求进跑道,callsign|runway,,1
utt_006229,dlg_00877,2,controller,0017检查好可以进跑道 跑道02右,0017检查好可以进跑道 跑道02右,callsign|runway,,1
utt_006230,dlg_00877,3,pilot,0017进跑道 跑道02右,0017进跑道 跑道02右,callsign|runway,,1
utt_006231,dlg_00877,4,pilot,0017请求起飞,0017请求起飞,callsign,,1
utt_006232,dlg_00877,5,controller,0017检查好可以起飞 东风3米每秒,0017检查好可以起飞 东风3米每秒,callsign|wind,,1
utt_006233,dlg_00877,6,pilot,0017明白 可以起飞,0017明白 可以起飞,callsign,,1
utt_006234,dlg_00877,7,controller,0017起飞后保持场高317报,0017起飞后保持场高317报,callsign|height|qnh,,1
utt_006235,dlg_00877,8,pilot,0017保持场高317报,0017保持场高317报,callsign|height|qnh,,1
utt_006236,dlg_00878,1,pilot,3201远台侧方,3201远台侧方,callsign,,1
utt_006237,dlg_00878,2,controller,3201远台侧方报 收到,3201远台侧方报 收到,callsign,,1
utt_006238,dlg_00878,3,controller,3201继续下降高度,3201继续下降高度,callsign|height,,1
utt_006239,dlg_00878,4,pilot,3201继续下降高度,3201继续下降高度,callsign|height,,1
utt_006240,dlg_00878,5,controller,3201起落架放好三转弯报,3201起落架放好三转弯报,callsign,,1
utt_006241,dlg_00878,6,pilot,3201明白 三转弯报,3201明白 三转弯报,callsign,,1
utt_006242,dlg_00879,1,pilot,本场4017叫,本场4017叫,callsign,,1
utt_006243,dlg_00879,2,controller,4017本场收到声音好,4017本场收到声音好,callsign,,1
utt_006244,dlg_00879,3,pilot,4017请求开车,4017请求开车,callsign,,1
utt_006245,dlg_00879,4,controller,啊4017检查好可以开车 场压317 应答机4017,啊4017检查好可以开车 场压317 应答机4017,callsign|qnh,,1
utt_006246,dlg_00879,5,pilot,4017明白 场压317 应答机4017,4017明白 场压317 应答机4017,callsign|qnh,,1
utt_006247,dlg_00879,6,pilot,4017请求滑出,4017请求滑出,callsign,,1
utt_006248,dlg_00879,7,controller,4017可以滑出 滑行注意观察,4017可以滑出 滑行注意观察,callsign,,1
utt_006249,dlg_00879,8,pilot,4017明白,4017明白,callsign,,1
utt_006250,dlg_00880,1,controller,6103上标准气压500 联系塔台频率119.9,6103上标准气压500 联系塔台频率119.9,callsign|frequency,,1
utt_006251,dlg_00880,2,pilot,6103上标准气压500 联系频率119.9,6103上标准气压500 联系频率119.9,callsign|frequency,,1
utt_006252,dlg_00880,3,pilot,塔台6103叫,塔台6103叫,callsign,,1
utt_006253,dlg_00880,4,controller,6103塔台回答 工作情况,6103塔台回答 工作情况,callsign,,1
utt_006254,dlg_00880,5,pilot,6103标高500 工作正常 预计进入时刻1150,6103标高500 工作正常 预计进入时刻1150,callsign|height,,1
utt_006255,dlg_00880,6,controller,6103保持标高500 飞越史各庄报,6103保持标高500 飞越史各庄报,callsign|height,,1
utt_006256,dlg_00880,7,pilot,6103明白 飞越史各庄报,6103明白 飞越史各庄报,callsign,,1
utt_006257,dlg_00881,1,pilot,8723请求进跑道,8723请求进跑道,callsign|runway,,1
utt_006258,dlg_00881,2,controller,8723检查好可以进跑道 跑道03号,8723检查好可以进跑道 跑道03号,callsign|runway,,1
utt_006259,dlg_00881,3,pilot,8723进跑道 跑道03号,8723进跑道 跑道03号,callsign|runway,,1
utt_006260,dlg_00881,4,pilot,8723请求起飞,8723请求起飞,callsign,,1
utt_006261,dlg_00881,5,controller,8723检查好可以起飞 右侧风3-5米,8723检查好可以起飞 右侧风3-5米,callsign|wind,,1
utt_006262,dlg_00881,6,pilot,8723明白 可以起飞,8723明白 可以起飞,callsign,,1
utt_006263,dlg_00881,7,controller,啊8723起飞后保持场高1500报,啊8723起飞后保持场高1500报,callsign|height,,1
utt_006264,dlg_00881,8,pilot,8723保持场高1500报,8723保持场高1500报,callsign|height,,1
utt_006265,dlg_00882,1,pilot,4017请求着陆条件,4017请求着陆条件,callsign,,1
utt_006266,dlg_00882,2,controller,呃4017着陆条件抄收 本场场压710 跑道02左 能见度大于10公里 云顶3600 右侧风5米每秒,呃4017着陆条件抄收 本场场压710 跑道02左 能见度大于10公里 云顶3600 右侧风5米每秒,callsign|qnh|runway|wind|weather,,1
utt_006267,dlg_00882,3,pilot,4017明白 场压710 跑道02左,4017明白 场压710 跑道02左,callsign|qnh|runway,,1
utt_006268,dlg_00882,4,pilot,4017请求下降高度,4017请求下降高度,callsign|height,,1
utt_006269,dlg_00882,5,controller,呃4017可以下降到标高2700报,呃4017可以下降到标高2700报,callsign|height,,1
utt_006270,dlg_00882,6,pilot,好的4017下降到标高2700报,好的4017下降到标高2700报,callsign|height,,1
utt_006271,dlg_00883,1,pilot,塔台3201叫,塔台3201叫,callsign,,1
utt_006272,dlg_00883,2,controller,3201塔台收到声音好,3201塔台收到声音好,callsign,,1
utt_006273,dlg_00883,3,pilot,3201请求开车,3201请求开车,callsign,,1
utt_006274,dlg_00883,4,controller,呃3201检查好可以开车 场压710 应答机3124,呃3201检查好可以开车 场压710 应答机3124,callsign|qnh,,1
utt_006275,dlg_00883,5,pilot,3201明白 场压710 应答机3124,3201明白 场压710 应答机3124,callsign|qnh,,1
utt_006276,dlg_00883,6,pilot,3201请求滑出,3201请求滑出,callsign,,1
utt_006277,dlg_00883,7,controller,3201可以滑出 滑行注意观察,3201可以滑出 滑行注意观察,callsign,,1
utt_006278,dlg_00883,8,pilot,3201明白,3201明白,callsign,,1
utt_006279,dlg_00884,1,controller,303上标准气压900 联系进近频率317.07,303上标准气压900 联系进近频率317.07,callsign|frequency|qnh|runway,,1
utt_006280,dlg_00884,2,pilot,303上标准气压900 联系频率317.07,303上标准气压900 联系频率317.07,callsign|frequency|qnh|runway,,1
utt_006281,dlg_00884,3,pilot,进近303叫,进近303叫,callsign,,1
utt_006282,dlg_00884,4,controller,303进近回答 工作情况,303进近回答 工作情况,callsign,,1
utt_006283,dlg_00884,5,pilot,303标高900 工作正常 预计进入时刻1040,303标高900 工作正常 预计进入时刻1040,callsign|height,,1
utt_006284,dlg_00884,6,controller,303保持标高900 飞越P51报,303保持标高900 飞越P51报,callsign|height,,1
utt_006285,dlg_00884,7,pilot,303明白 飞越P51报,303明白 飞越P51报,callsign,,1
utt_006286,dlg_00885,1,pilot,好的303发动机故障 请求紧急下降优先着陆,好的303发动机故障 请求紧急下降优先着陆,callsign|height,,1
utt_006287,dlg_00885,2,controller,303收到 保持航向195 下降高度2700,303收到 保持航向195 下降高度2700,callsign|height,,1
utt_006288,dlg_00885,3,pilot,303保持航向195 下降高度2700,303保持航向195 下降高度2700,callsign|height,,1
utt_006289,dlg_00885,4,controller,303检查速度 起落架放好报,303检查速度 起落架放好报,callsign,,1
utt_006290,dlg_00885,5,pilot,303起落架放好 请求着陆,303起落架放好 请求着陆,callsign,,1
utt_006291,dlg_00885,6,controller,303可以着陆 地面静风,303可以着陆 地面静风,callsign|wind,,1
utt_006292,dlg_00886,1,pilot,进近301叫,进近301叫,callsign,,1
utt_006293,dlg_00886,2,controller,呃301进近收到声音好,呃301进近收到声音好,callsign,,1
utt_006294,dlg_00886,3,pilot,啊301请求开车,啊301请求开车,callsign,,1
utt_006295,dlg_00886,4,controller,301检查好可以开车 场压733.2 应答机3170,301检查好可以开车 场压733.2 应答机3170,callsign|qnh,,1
utt_006296,dlg_00886,5,pilot,301明白 场压733.2 应答机3170,301明白 场压733.2 应答机3170,callsign|qnh,,1
utt_006297,dlg_00886,6,pilot,啊301请求滑出,啊301请求滑出,callsign,,1
utt_006298,dlg_00886,7,controller,301可以滑出 滑行注意观察,301可以滑出 滑行注意观察,callsign,,1
utt_006299,dlg_00886,8,pilot,301明白,301明白,callsign,,1
utt_006300,dlg_00887,1,pilot,4151请求着陆条件,4151请求着陆条件,callsign,,1
utt_006301,dlg_00887,2,controller,4151着陆条件抄收 本场场压317 跑道02右 能见度大于2公里 云高317米 北风3-5米,4151着陆条件抄收 本场场压317 跑道02右 能见度大于2公里 云高317米 北风3-5米,callsign|height|qnh|runway|wind|weather,,1
utt_006302,dlg_00887,3,pilot,4151明白 场压317 跑道02右,4151明白 场压317 跑道02右,callsign|qnh|runway,,1
utt_006303,dlg_00887,4,pilot,4151请求下降高度,4151请求下降高度,callsign|height,,1
utt_006304,dlg_00887,5,controller,4151可以下降到标高900报,4151可以下降到标高900报,callsign|height,,1
utt_006305,dlg_00887,6,pilot,4151下降到标高900报,4151下降到标高900报,callsign|height,,1
utt_006306,dlg_00888,1,controller,302上标准气压1800 联系泰山频率119.25,302上标准气压1800 联系泰山频率119.25,callsign|frequency,,1
utt_006307,dlg_00888,2,pilot,302上标准气压1800 联系频率119.25,302上标准气压1800 联系频率119.25,callsign|frequency,,1
utt_006308,dlg_00888,3,pilot,啊泰山302叫,啊泰山302叫,callsign,,1
utt_006309,dlg_00888,4,controller,302泰山回答 工作情况,302泰山回答 工作情况,callsign,,1
utt_006310,dlg_00888,5,pilot,302标高1800 工作正常 预计进入时刻1036,302标高1800 工作正常 预计进入时刻1036,callsign|height,,1
utt_006311,dlg_00888,6,controller,302保持标高1800 飞越P377报,302保持标高1800 飞越P377报,callsign|height,,1
utt_006312,dlg_00888,7,pilot,302明白 飞越P377报,302明白 飞越P377报,callsign,,1
utt_006313,dlg_00889,1,pilot,302发动机故障 请求紧急下降优先着陆,302发动机故障 请求紧急下降优先着陆,callsign|height,,1
utt_006314,dlg_00889,2,controller,302收到 保持航向317 下降高度900,302收到 保持航向317 下降高度900,callsign|height|qnh,,1
utt_006315,dlg_00889,3,pilot,好的302保持航向317 下降高度900,好的302保持航向317 下降高度900,callsign|height|qnh,,1
utt_006316,dlg_00889,4,controller,302检查速度 起落架放好报,302检查速度 起落架放好报,callsign,,1
utt_006317,dlg_00889,5,pilot,302起落架放好 请求着陆,302起落架放好 请求着陆,callsign,,1
utt_006318,dlg_00889,6,controller,302可以着陆 地面静风,302可以着陆 地面静风,callsign|wind,,1
utt_006319,dlg_00890,1,controller,呃7816跑道入侵复飞,呃7816跑道入侵复飞,callsign|runway,,1
utt_006320,dlg_00890,2,pilot,7816复飞,7816复飞,callsign,,1
utt_006321,dlg_00890,3,controller,7816左转建立左航线 保持场高317,7816左转建立左航线 保持场高317,callsign|height|qnh,,1
utt_006322,dlg_00890,4,pilot,7816左转建立左航线 保持场高317,7816左转建立左航线 保持场高317,callsign|height|qnh,,1
utt_006323,dlg_00890,5,controller,好的7816五边向台报,好的7816五边向台报,callsign,,1
utt_006324,dlg_00890,6,pilot,7816五边向台报,7816五边向台报,callsign,,1
utt_006325,dlg_00891,1,pilot,5207请求着陆条件,5207请求着陆条件,callsign|runway,,1
utt_006326,dlg_00891,2,controller,5207着陆条件抄收 本场场压756 跑道17号 能见度6公里 云高317米 30度4米每秒,5207着陆条件抄收 本场场压756 跑道17号 能见度6公里 云高317米 30度4米每秒,callsign|height|qnh|runway|wind|weather,,1
utt_006327,dlg_00891,3,pilot,啊5207明白 场压756 跑道17号,啊5207明白 场压756 跑道17号,callsign|qnh|runway,,1
utt_006328,dlg_00891,4,pilot,5207请求下降高度,5207请求下降高度,callsign|height|runway,,1
utt_006329,dlg_00891,5,controller,5207可以下降到标高3600报,5207可以下降到标高3600报,callsign|height|runway,,1
utt_006330,dlg_00891,6,pilot,呃5207下降到标高3600报,呃5207下降到标高3600报,callsign|height|runway,,1
utt_006331,dlg_00892,1,controller,4151上标准气压2700 联系锦州频率119.6,4151上标准气压2700 联系锦州频率119.6,callsign|frequency,,1
utt_006332,dlg_00892,2,pilot,呃4151上标准气压2700 联系频率119.6,呃4151上标准气压2700 联系频率119.6,callsign|frequency,,1
utt_006333,dlg_00892,3,pilot,锦州4151叫,锦州4151叫,callsign,,1
utt_006334,dlg_00892,4,controller,4151锦州回答 工作情况,4151锦州回答 工作情况,callsign,,1
utt_006335,dlg_00892,5,pilot,4151标高2700 工作正常 预计进入时刻1025,4151标高2700 工作正常 预计进入时刻1025,callsign|height,,1
utt_006336,dlg_00892,6,controller,4151保持标高2700 飞越P101报,4151保持标高2700 飞越P101报,callsign|height,,1
utt_006337,dlg_00892,7,pilot,4151明白 飞越P101报,4151明白 飞越P101报,callsign,,1
utt_006338,dlg_00893,1,pilot,3201起落架放好请求着陆,3201起落架放好请求着陆,callsign,,1
utt_006339,dlg_00893,2,controller,3201检查好起落架可以着陆 317度2-6米每秒,3201检查好起落架可以着陆 317度2-6米每秒,callsign|qnh|wind,,1
utt_006340,dlg_00893,3,pilot,3201明白,3201明白,callsign,,1
utt_006341,dlg_00893,4,controller,3201一直向前滑 注意减速,3201一直向前滑 注意减速,callsign,,1
utt_006342,dlg_00893,5,pilot,32012号道脱离,32012号道脱离,callsign,,1
utt_006343,dlg_00893,6,controller,3201可以脱离 注意地面引导,3201可以脱离 注意地面引导,callsign,,1
utt_006344,dlg_00893,7,pilot,3201看到地面指挥请求脱波,3201看到地面指挥请求脱波,callsign,,1
utt_006345,dlg_00893,8,controller,3201可以脱波再见,3201可以脱波再见,callsign,,1
utt_006346,dlg_00894,1,pilot,好的301请求着陆条件,好的301请求着陆条件,callsign,,1
utt_006347,dlg_00894,2,controller,301着陆条件抄收 本场场压756 跑道03号 能见度12公里 云底1800 北风3米每秒,301着陆条件抄收 本场场压756 跑道03号 能见度12公里 云底1800 北风3米每秒,callsign|qnh|runway|wind|weather,,1
utt_006348,dlg_00894,3,pilot,301明白 场压756 跑道03号,301明白 场压756 跑道03号,callsign|qnh|runway,,1
utt_006349,dlg_00894,4,pilot,呃301请求下降高度,呃301请求下降高度,callsign|height,,1
utt_006350,dlg_00894,5,controller,301可以下降到标高900报,301可以下降到标高900报,callsign|height,,1
utt_006351,dlg_00894,6,pilot,301下降到标高900报,301下降到标高900报,callsign|height,,1
utt_006352,dlg_00895,1,pilot,8723一转弯,8723一转弯,callsign,,1
utt_006353,dlg_00895,2,controller,好的8723一转弯报 收到,好的8723一转弯报 收到,callsign,,1
utt_006354,dlg_00895,3,controller,8723继续下降高度,8723继续下降高度,callsign|height,,1
utt_006355,dlg_00895,4,pilot,8723继续下降高度,8723继续下降高度,callsign|height,,1
utt_006356,dlg_00895,5,controller,8723起落架放好过台报,8723起落架放好过台报,callsign,,1
utt_006357,dlg_00895,6,pilot,8723明白 过台报,8723明白 过台报,callsign,,1
utt_006358,dlg_00896,1,pilot,呃3201起落架放好请求着陆,呃3201起落架放好请求着陆,callsign,,1
utt_006359,dlg_00896,2,controller,3201检查好起落架可以着陆 右侧风3-5米,3201检查好起落架可以着陆 右侧风3-5米,callsign|wind,,1
utt_006360,dlg_00896,3,pilot,3201明白,3201明白,callsign,,1
utt_006361,dlg_00896,4,controller,3201一直向前滑 注意减速,3201一直向前滑 注意减速,callsign,,1
utt_006362,dlg_00896,5,pilot,32012号道脱离,32012号道脱离,callsign,,1
utt_006363,dlg_00896,6,controller,3201可以脱离 注意地面引导,3201可以脱离 注意地面引导,callsign,,1
utt_006364,dlg_00896,7,pilot,啊3201看到地面指挥请求脱波,啊3201看到地面指挥请求脱波,callsign,,1
utt_006365,dlg_00896,8,controller,3201可以脱波再见,3201可以脱波再见,callsign,,1
utt_006366,dlg_00897,1,pilot,7816三转弯,7816三转弯,callsign,,1
utt_006367,dlg_00897,2,controller,7816三转弯报 收到,7816三转弯报 收到,callsign,,1
utt_006368,dlg_00897,3,controller,7816继续下降高度,7816继续下降高度,callsign|height,,1
utt_006369,dlg_00897,4,pilot,7816继续下降高度,7816继续下降高度,callsign|height,,1
utt_006370,dlg_00897,5,controller,呃7816起落架放好过台报,呃7816起落架放好过台报,callsign,,1
utt_006371,dlg_00897,6,pilot,7816明白 过台报,7816明白 过台报,callsign,,1
utt_006372,dlg_00898,1,pilot,3201起落架放好请求着陆,3201起落架放好请求着陆,callsign,,1
utt_006373,dlg_00898,2,controller,呃3201检查好起落架可以着陆 左侧风3-5米,呃3201检查好起落架可以着陆 左侧风3-5米,callsign|wind,,1
utt_006374,dlg_00898,3,pilot,3201明白,3201明白,callsign,,1
utt_006375,dlg_00898,4,controller,3201一直向前滑 注意减速,3201一直向前滑 注意减速,callsign,,1
utt_006376,dlg_00898,5,pilot,32012号道脱离,32012号道脱离,callsign,,1
utt_006377,dlg_00898,6,controller,呃3201可以脱离 注意地面引导,呃3201可以脱离 注意地面引导,callsign,,1
utt_006378,dlg_00898,7,pilot,3201看到地面指挥请求脱波,3201看到地面指挥请求脱波,callsign,,1
utt_006379,dlg_00898,8,controller,好的3201可以脱波再见,好的3201可以脱波再见,callsign,,1
utt_006380,dlg_00899,1,pilot,呃5207三转弯,呃5207三转弯,callsign|runway,,1
utt_006381,dlg_00899,2,controller,5207三转弯报 收到,5207三转弯报 收到,callsign|runway,,1
utt_006382,dlg_00899,3,controller,5207继续下降高度,5207继续下降高度,callsign|height|runway,,1
utt_006383,dlg_00899,4,pilot,5207继续下降高度,5207继续下降高度,callsign|height|runway,,1
utt_006384,dlg_00899,5,controller,5207起落架放好远台侧方报,5207起落架放好远台侧方报,callsign|runway,,1
utt_006385,dlg_00899,6,pilot,5207明白 远台侧方报,5207明白 远台侧方报,callsign|runway,,1
utt_006386,dlg_00900,1,pilot,成都进近0017叫,成都进近0017叫,callsign,,1
utt_006387,dlg_00900,2,controller,0017成都进近收到声音好,0017成都进近收到声音好,callsign,,1
utt_006388,dlg_00900,3,pilot,好的0017请求开车,好的0017请求开车,callsign,,1
utt_006389,dlg_00900,4,controller,0017检查好可以开车 场压733.2 应答机4017,0017检查好可以开车 场压733.2 应答机4017,callsign|qnh,,1
utt_006390,dlg_00900,5,pilot,0017明白 场压733.2 应答机4017,0017明白 场压733.2 应答机4017,callsign|qnh,,1
utt_006391,dlg_00900,6,pilot,啊0017请求滑出,啊0017请求滑出,callsign,,1
utt_006392,dlg_00900,7,controller,0017可以滑出 滑行注意观察,0017可以滑出 滑行注意观察,callsign,,1
utt_006393,dlg_00900,8,pilot,呃0017明白,呃0017明白,callsign,,1
utt_006394,dlg_00901,1,controller,303上标准气压3600 联系成都进近频率321.22,303上标准气压3600 联系成都进近频率321.22,callsign|frequency,,1
utt_006395,dlg_00901,2,pilot,303上标准气压3600 联系频率321.22,303上标准气压3600 联系频率321.22,callsign|frequency,,1
utt_006396,dlg_00901,3,pilot,成都进近303叫,成都进近303叫,callsign,,1
utt_006397,dlg_00901,4,controller,303成都进近回答 工作情况,303成都进近回答 工作情况,callsign,,1
utt_006398,dlg_00901,5,pilot,303标高3600 工作正常 预计进入时刻1216,303标高3600 工作正常 预计进入时刻1216,callsign|height,,1
utt_006399,dlg_00901,6,controller,303保持标高3600 飞越史各庄报,303保持标高3600 飞越史各庄报,callsign|height,,1
utt_006400,dlg_00901,7,pilot,303明白 飞越史各庄报,303明白 飞越史各庄报,callsign,,1
utt_006401,dlg_00902,1,pilot,3201起落架放好请求着陆,3201起落架放好请求着陆,callsign,,1
utt_006402,dlg_00902,2,controller,3201检查好起落架可以着陆 左侧风4米每秒,3201检查好起落架可以着陆 左侧风4米每秒,callsign|wind,,1
utt_006403,dlg_00902,3,pilot,3201明白,3201明白,callsign,,1
utt_006404,dlg_00902,4,controller,3201一直向前滑 注意减速,3201一直向前滑 注意减速,callsign,,1
utt_006405,dlg_00902,5,pilot,32014号道脱离,32014号道脱离,callsign,,1
utt_006406,dlg_00902,6,controller,3201可以脱离 注意地面引导,3201可以脱离 注意地面引导,callsign,,1
utt_006407,dlg_00902,7,pilot,3201看到地面指挥请求脱波,3201看到地面指挥请求脱波,callsign,,1
utt_006408,dlg_00902,8,controller,好的3201可以脱波再见,好的3201可以脱波再见,callsign,,1
utt_006409,dlg_00903,1,pilot,8723五边向台,8723五边向台,callsign,,1
utt_006410,dlg_00903,2,controller,8723五边向台报 收到,8723五边向台报 收到,callsign,,1
utt_006411,dlg_00903,3,controller,8723继续下降高度,8723继续下降高度,callsign|height,,1
utt_006412,dlg_00903,4,pilot,8723继续下降高度,8723继续下降高度,callsign|height,,1
utt_006413,dlg_00903,5,controller,8723起落架放好三转弯报,8723起落架放好三转弯报,callsign,,1
utt_006414,dlg_00903,6,pilot,8723明白 三转弯报,8723明白 三转弯报,callsign,,1
utt_006415,dlg_00904,1,pilot,塔台5207叫,塔台5207叫,callsign|runway,,1
utt_006416,dlg_00904,2,controller,5207塔台收到声音好,5207塔台收到声音好,callsign|runway,,1
utt_006417,dlg_00904,3,pilot,5207请求开车,5207请求开车,callsign|runway,,1
utt_006418,dlg_00904,4,controller,5207检查好可以开车 场压733.2 应答机4017,5207检查好可以开车 场压733.2 应答机4017,callsign|qnh|runway,,1
utt_006419,dlg_00904,5,pilot,5207明白 场压733.2 应答机4017,5207明白 场压733.2 应答机4017,callsign|qnh|runway,,1
utt_006420,dlg_00904,6,pilot,啊5207请求滑出,啊5207请求滑出,callsign|runway,,1
utt_006421,dlg_00904,7,controller,5207可以滑出 滑行注意观察,5207可以滑出 滑行注意观察,callsign|runway,,1
utt_006422,dlg_00904,8,pilot,5207明白,5207明白,callsign|runway,,1
utt_006423,dlg_00905,1,pilot,渭南301叫,渭南301叫,callsign,,1
utt_006424,dlg_00905,2,controller,301渭南收到声音好,301渭南收到声音好,callsign,,1
utt_006425,dlg_00905,3,pilot,301请求开车,301请求开车,callsign,,1
utt_006426,dlg_00905,4,controller,301检查好可以开车 场压733.9 应答机4017,301检查好可以开车 场压733.9 应答机4017,callsign|qnh,,1
utt_006427,dlg_00905,5,pilot,301明白 场压733.9 应答机4017,301明白 场压733.9 应答机4017,callsign|qnh,,1
utt_006428,dlg_00905,6,pilot,301请求滑出,301请求滑出,callsign,,1
utt_006429,dlg_00905,7,controller,301可以滑出 滑行注意观察,301可以滑出 滑行注意观察,callsign,,1
utt_006430,dlg_00905,8,pilot,301明白,301明白,callsign,,1
utt_006431,dlg_00906,1,controller,7816跑道入侵复飞,7816跑道入侵复飞,callsign|runway,,1
utt_006432,dlg_00906,2,pilot,7816复飞,7816复飞,callsign,,1
utt_006433,dlg_00906,3,controller,7816左转建立左航线 保持场高900,7816左转建立左航线 保持场高900,callsign|height,,1
utt_006434,dlg_00906,4,pilot,7816左转建立左航线 保持场高900,7816左转建立左航线 保持场高900,callsign|height,,1
utt_006435,dlg_00906,5,controller,7816远台侧方报,7816远台侧方报,callsign,,1
utt_006436,dlg_00906,6,pilot,7816远台侧方报,7816远台侧方报,callsign,,1
utt_006437,dlg_00907,1,controller,好的0017上标准气压1500 联系长江频率119.9,好的0017上标准气压1500 联系长江频率119.9,callsign|frequency,,1
utt_006438,dlg_00907,2,pilot,0017上标准气压1500 联系频率119.9,0017上标准气压1500 联系频率119.9,callsign|frequency,,1
utt_006439,dlg_00907,3,pilot,呃长江0017叫,呃长江0017叫,callsign,,1
utt_006440,dlg_00907,4,controller,好的0017长江回答 工作情况,好的0017长江回答 工作情况,callsign,,1
utt_006441,dlg_00907,5,pilot,0017标高1500 工作正常 预计进入时刻1055,0017标高1500 工作正常 预计进入时刻1055,callsign|height,,1
utt_006442,dlg_00907,6,controller,呃0017保持标高1500 飞越P377报,呃0017保持标高1500 飞越P377报,callsign|height,,1
utt_006443,dlg_00907,7,pilot,0017明白 飞越P377报,0017明白 飞越P377报,callsign,,1
